movie_link,movie_link-href,movie_title,Duration,metacritic_movie_ranking_Awards,MetaScore_link,MetaScore_link-href,Number_of_critic_review,MetaScore,critic_review_positive,metacritic_review_mixed,metacritc_review_Negetive,User_review_link,User_review_link-href,user_ratings,metacrtic_user_Score,metaCrtic_user_review_positive,metacritic_user_review_mixed,metacritic_user_review_Negetive
Pervert Park,http://www.metacritic.com/movie/pervert-park,Pervert Park,77 min,#59 Best Movie of 2016,METASCORE,http://www.metacritic.com/movie/pervert-park/critic-reviews,based on 9 Critics,80,9,0,0,User Reviews,http://www.metacritic.com/movie/pervert-park/user-reviews,based on 4 Ratings,8.5,4,0,0
Fassbinder: To Love Without Demands,http://www.metacritic.com/movie/fassbinder-to-love-without-demands,Fassbinder: To Love Without Demands,109 min,null,METASCORE,http://www.metacritic.com/movie/fassbinder-to-love-without-demands/critic-reviews,based on 8 Critics,65,4,4,0,User Reviews,http://www.metacritic.com/movie/fassbinder-to-love-without-demands/user-reviews,null,tbd,null,null,null
Presenting Princess Shaw,http://www.metacritic.com/movie/presenting-princess-shaw,Presenting Princess Shaw,83 min,#94 Best Movie of 2016,METASCORE,http://www.metacritic.com/movie/presenting-princess-shaw/critic-reviews,based on 19 Critics,77,17,2,0,User Reviews,http://www.metacritic.com/movie/presenting-princess-shaw/user-reviews,null,tbd,2,0,0
The Thoughts That Once We Had,http://www.metacritic.com/movie/the-thoughts-that-once-we-had,The Thoughts That Once We Had,108 min,null,METASCORE,http://www.metacritic.com/movie/the-thoughts-that-once-we-had/critic-reviews,based on 4 Critics,79,4,0,0,User Reviews,http://www.metacritic.com/movie/the-thoughts-that-once-we-had/user-reviews,null,tbd,null,null,null
Eva Hesse,http://www.metacritic.com/movie/eva-hesse,Eva Hesse,105 min,null,METASCORE,http://www.metacritic.com/movie/eva-hesse/critic-reviews,based on 7 Critics,69,5,2,0,User Reviews,http://www.metacritic.com/movie/eva-hesse/user-reviews,null,tbd,null,null,null
Rabin in His Own Words,http://www.metacritic.com/movie/rabin-in-his-own-words,Rabin in His Own Words,110 min,null,METASCORE,http://www.metacritic.com/movie/rabin-in-his-own-words/critic-reviews,based on 4 Critics,69,3,1,0,User Reviews,http://www.metacritic.com/movie/rabin-in-his-own-words/user-reviews,null,tbd,null,null,null
Call Her Applebroog,http://www.metacritic.com/movie/call-her-applebroog,Call Her Applebroog,70 min,null,METASCORE,http://www.metacritic.com/movie/call-her-applebroog/critic-reviews,based on 4 Critics,72,4,0,0,User Reviews,http://www.metacritic.com/movie/call-her-applebroog/user-reviews,null,tbd,null,null,null
Older Than Ireland,http://www.metacritic.com/movie/older-than-ireland,Older Than Ireland,81 min,null,METASCORE,http://www.metacritic.com/movie/older-than-ireland/critic-reviews,based on 6 Critics,72,5,1,0,User Reviews,http://www.metacritic.com/movie/older-than-ireland/user-reviews,null,tbd,null,null,null
Weiner,http://www.metacritic.com/movie/weiner,Weiner,96 min,#32 Best Movie of 2016,METASCORE,http://www.metacritic.com/movie/weiner/critic-reviews,based on 33 Critics,84,31,2,0,User Reviews,http://www.metacritic.com/movie/weiner/user-reviews,based on 33 Ratings,7.5,28,null,3
The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,http://www.metacritic.com/movie/the-music-of-strangers,The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,96 min,null,METASCORE,http://www.metacritic.com/movie/the-music-of-strangers-yo-yo-ma-and-the-silk-road-ensemble/critic-reviews,based on 15 Critics,70,12,3,0,User Reviews,http://www.metacritic.com/movie/the-music-of-strangers-yo-yo-ma-and-the-silk-road-ensemble/user-reviews,null,tbd,2,0,0
Streit's: Matzo and the American Dream,http://www.metacritic.com/movie/streits-matzo-and-the-american-dream,Streit's: Matzo and the American Dream,83 min,null,METASCORE,http://www.metacritic.com/movie/streits-matzo-and-the-american-dream/critic-reviews,based on 6 Critics,60,3,3,0,User Reviews,http://www.metacritic.com/movie/streits-matzo-and-the-american-dream/user-reviews,null,tbd,0,0,0
Time to Choose,http://www.metacritic.com/movie/time-to-choose,Time to Choose,100 min,null,METASCORE,http://www.metacritic.com/movie/time-to-choose/critic-reviews,based on 15 Critics,75,11,3,null,User Reviews,http://www.metacritic.com/movie/time-to-choose/user-reviews,null,tbd,2,0,0
Under the Gun,http://www.metacritic.com/movie/under-the-gun,Under the Gun,110 min,null,METASCORE,http://www.metacritic.com/movie/under-the-gun/critic-reviews,based on 5 Critics,72,5,0,0,User Reviews,http://www.metacritic.com/movie/under-the-gun/user-reviews,based on 7 Ratings,4.6,3,0,4
"Jia Zhangke, A guy from Fenyang",http://www.metacritic.com/movie/jia-zhangke-a-guy-from-fenyang,"Jia Zhangke, A guy from Fenyang",105 min,null,METASCORE,http://www.metacritic.com/movie/jia-zhangke-a-guy-from-fenyang/critic-reviews,based on 7 Critics,70,5,2,0,User Reviews,http://www.metacritic.com/movie/jia-zhangke-a-guy-from-fenyang/user-reviews,based on 5 Ratings,5.6,3,null,1
As I AM: The Life and Times of DJ AM,http://www.metacritic.com/movie/as-i-am-the-life-and-times-of-dj-am,As I AM: The Life and Times of DJ AM,109 min,null,METASCORE,http://www.metacritic.com/movie/as-i-am-the-life-and-times-of-dj-am/critic-reviews,based on 6 Critics,62,3,3,0,User Reviews,http://www.metacritic.com/movie/as-i-am-the-life-and-times-of-dj-am/user-reviews,null,tbd,null,null,null
It's So Easy and Other Lies,http://www.metacritic.com/movie/its-so-easy-and-other-lies,It's So Easy and Other Lies,84 min,null,METASCORE,http://www.metacritic.com/movie/its-so-easy-and-other-lies/critic-reviews,based on 4 Critics,35,0,2,0,User Reviews,http://www.metacritic.com/movie/its-so-easy-and-other-lies/user-reviews,null,tbd,0,0,1
Gurukulam,http://www.metacritic.com/movie/gurukulam,Gurukulam,108 min,null,METASCORE,http://www.metacritic.com/movie/gurukulam/critic-reviews,based on 4 Critics,51,1,3,0,User Reviews,http://www.metacritic.com/movie/gurukulam/user-reviews,null,tbd,1,0,0
'Til Madness Do Us Part,http://www.metacritic.com/movie/til-madness-do-us-part,'Til Madness Do Us Part,227 min,null,METASCORE,http://www.metacritic.com/movie/til-madness-do-us-part/critic-reviews,based on 5 Critics,70,4,1,0,User Reviews,http://www.metacritic.com/movie/til-madness-do-us-part/user-reviews,null,tbd,null,null,null
A Beautiful Planet,http://www.metacritic.com/movie/a-beautiful-planet,A Beautiful Planet,45 min,null,METASCORE,http://www.metacritic.com/movie/a-beautiful-planet/critic-reviews,based on 5 Critics,75,5,0,0,User Reviews,http://www.metacritic.com/movie/a-beautiful-planet/user-reviews,based on 8 Ratings,8.3,8,0,0
The Other Side,http://www.metacritic.com/movie/the-other-side,The Other Side,92 min,null,METASCORE,http://www.metacritic.com/movie/the-other-side/critic-reviews,based on 10 Critics,65,7,3,0,User Reviews,http://www.metacritic.com/movie/the-other-side/user-reviews,null,tbd,1,0,0
Germans & Jews,http://www.metacritic.com/movie/germans-jews,Germans & Jews,76 min,null,METASCORE,http://www.metacritic.com/movie/germans-jews/critic-reviews,based on 5 Critics,73,5,0,0,User Reviews,http://www.metacritic.com/movie/germans-jews/user-reviews,null,tbd,null,null,null
Unlocking the Cage,http://www.metacritic.com/movie/unlocking-the-cage,Unlocking the Cage,91 min,null,METASCORE,http://www.metacritic.com/movie/unlocking-the-cage/critic-reviews,based on 15 Critics,63,9,6,0,User Reviews,http://www.metacritic.com/movie/unlocking-the-cage/user-reviews,null,tbd,null,null,null
Dark Horse,http://www.metacritic.com/movie/dark-horse-2016,Dark Horse,85 min,null,METASCORE,http://www.metacritic.com/movie/dark-horse-2016/critic-reviews,based on 29 Critics,75,26,3,0,User Reviews,http://www.metacritic.com/movie/dark-horse-2016/user-reviews,based on 6 Ratings,6.7,4,null,1
The Witness,http://www.metacritic.com/movie/the-witness,The Witness,89 min,#72 Best Movie of 2016,METASCORE,http://www.metacritic.com/movie/the-witness/critic-reviews,based on 18 Critics,79,17,1,0,User Reviews,http://www.metacritic.com/movie/the-witness/user-reviews,null,tbd,2,0,0
Holy Hell,http://www.metacritic.com/movie/holy-hell,Holy Hell,100 min,null,METASCORE,http://www.metacritic.com/movie/holy-hell/critic-reviews,based on 15 Critics,64,10,3,null,User Reviews,http://www.metacritic.com/movie/holy-hell/user-reviews,based on 4 Ratings,5.8,2,null,1
Marinoni: The Fire in the Frame,http://www.metacritic.com/movie/marinoni-the-fire-in-the-frame,Marinoni: The Fire in the Frame,90 min,null,METASCORE,http://www.metacritic.com/movie/marinoni-the-fire-in-the-frame/critic-reviews,based on 4 Critics,40,0,4,0,User Reviews,http://www.metacritic.com/movie/marinoni-the-fire-in-the-frame/user-reviews,null,tbd,0,0,0
They Will Have to Kill Us First,http://www.metacritic.com/movie/they-will-have-to-kill-us-first,They Will Have to Kill Us First,105 min,null,METASCORE,http://www.metacritic.com/movie/they-will-have-to-kill-us-first/critic-reviews,based on 5 Critics,67,3,2,0,User Reviews,http://www.metacritic.com/movie/they-will-have-to-kill-us-first/user-reviews,null,tbd,null,null,null
Everything Is Copy,http://www.metacritic.com/movie/everything-is-copy,Everything Is Copy,89 min,null,METASCORE,http://www.metacritic.com/movie/everything-is-copy/critic-reviews,based on 6 Critics,88,6,0,0,User Reviews,http://www.metacritic.com/movie/everything-is-copy/user-reviews,based on 5 Ratings,7.6,4,0,0
Trapped,http://www.metacritic.com/movie/trapped-2016,Trapped,90 min,#85 Best Movie of 2016,METASCORE,http://www.metacritic.com/movie/trapped-2016/critic-reviews,based on 11 Critics,77,10,1,0,User Reviews,http://www.metacritic.com/movie/trapped-2016/user-reviews,null,tbd,1,0,0
Rolling Papers,http://www.metacritic.com/movie/rolling-papers,Rolling Papers,79 min,null,METASCORE,http://www.metacritic.com/movie/rolling-papers/critic-reviews,based on 13 Critics,60,7,5,null,User Reviews,http://www.metacritic.com/movie/rolling-papers/user-reviews,null,tbd,0,0,0
Above and Below,http://www.metacritic.com/movie/above-and-below,Above and Below,118 min,null,METASCORE,http://www.metacritic.com/movie/above-and-below/critic-reviews,based on 6 Critics,77,5,1,0,User Reviews,http://www.metacritic.com/movie/above-and-below/user-reviews,null,tbd,null,null,null
Notfilm,http://www.metacritic.com/movie/notfilm,Notfilm,130 min,null,METASCORE,http://www.metacritic.com/movie/notfilm/critic-reviews,based on 4 Critics,81,4,0,0,User Reviews,http://www.metacritic.com/movie/notfilm/user-reviews,null,tbd,1,0,0
Mad Tiger,http://www.metacritic.com/movie/mad-tiger,Mad Tiger,82 min,null,METASCORE,http://www.metacritic.com/movie/mad-tiger/critic-reviews,based on 6 Critics,56,2,4,0,User Reviews,http://www.metacritic.com/movie/mad-tiger/user-reviews,null,tbd,1,0,0
Afternoon,http://www.metacritic.com/movie/afternoon,Afternoon,137 min,null,METASCORE,http://www.metacritic.com/movie/afternoon/critic-reviews,based on 6 Critics,70,5,1,0,User Reviews,http://www.metacritic.com/movie/afternoon/user-reviews,null,tbd,null,null,null
No Home Movie,http://www.metacritic.com/movie/no-home-movie,No Home Movie,115 min,#79 Best Movie of 2016,METASCORE,http://www.metacritic.com/movie/no-home-movie/critic-reviews,based on 10 Critics,78,7,3,0,User Reviews,http://www.metacritic.com/movie/no-home-movie/user-reviews,based on 4 Ratings,7.8,3,0,0
Mapplethorpe: Look at the Pictures,http://www.metacritic.com/movie/mapplethorpe-look-at-the-pictures,Mapplethorpe: Look at the Pictures,108 min,null,METASCORE,http://www.metacritic.com/movie/mapplethorpe-look-at-the-pictures/critic-reviews,based on 10 Critics,75,9,1,0,User Reviews,http://www.metacritic.com/movie/mapplethorpe-look-at-the-pictures/user-reviews,null,tbd,2,0,1
King Georges,http://www.metacritic.com/movie/king-georges,King Georges,77 min,null,METASCORE,http://www.metacritic.com/movie/king-georges/critic-reviews,based on 7 Critics,71,6,1,0,User Reviews,http://www.metacritic.com/movie/king-georges/user-reviews,based on 4 Ratings,6.8,2,null,1
"Look at Us Now, Mother!",http://www.metacritic.com/movie/look-at-us-now-mother!,"Look at Us Now, Mother!",84 min,null,METASCORE,http://www.metacritic.com/movie/look-at-us-now-mother!/critic-reviews,based on 4 Critics,57,3,1,0,User Reviews,http://www.metacritic.com/movie/look-at-us-now-mother!/user-reviews,null,tbd,null,null,null
Vaxxed: From Cover-Up to Catastrophe,http://www.metacritic.com/movie/vaxxed-from-cover-up-to-catastrophe,Vaxxed: From Cover-Up to Catastrophe,91 min,null,METASCORE,http://www.metacritic.com/movie/vaxxed-from-cover-up-to-catastrophe/critic-reviews,based on 6 Critics,24,0,2,0,User Reviews,http://www.metacritic.com/movie/vaxxed-from-cover-up-to-catastrophe/user-reviews,based on 28 Ratings,6.4,18,0,10
Our Last Tango,http://www.metacritic.com/movie/our-last-tango,Our Last Tango,85 min,null,METASCORE,http://www.metacritic.com/movie/our-last-tango/critic-reviews,based on 6 Critics,70,3,3,0,User Reviews,http://www.metacritic.com/movie/our-last-tango/user-reviews,null,tbd,1,0,0
City of Gold,http://www.metacritic.com/movie/city-of-gold,City of Gold,96 min,null,METASCORE,http://www.metacritic.com/movie/city-of-gold/critic-reviews,based on 22 Critics,72,20,2,0,User Reviews,http://www.metacritic.com/movie/city-of-gold/user-reviews,based on 6 Ratings,7.5,4,0,0
Thank You for Playing,http://www.metacritic.com/movie/thank-you-for-playing,Thank You for Playing,80 min,null,METASCORE,http://www.metacritic.com/movie/thank-you-for-playing/critic-reviews,based on 5 Critics,61,3,2,0,User Reviews,http://www.metacritic.com/movie/thank-you-for-playing/user-reviews,null,tbd,null,null,null
The Last Man on the Moon,http://www.metacritic.com/movie/the-last-man-on-the-moon,The Last Man on the Moon,95 min,#75 Best Movie of 2016,METASCORE,http://www.metacritic.com/movie/the-last-man-on-the-moon/critic-reviews,based on 11 Critics,78,11,0,0,User Reviews,http://www.metacritic.com/movie/the-last-man-on-the-moon/user-reviews,based on 7 Ratings,6.4,4,null,2
I Don't Belong Anywhere: The Cinema of Chantal Akerman,http://www.metacritic.com/movie/i-dont-belong-anywhere-the-cinema-of-chantal-akerman,I Don't Belong Anywhere: The Cinema of Chantal Akerman,67 min,null,METASCORE,http://www.metacritic.com/movie/i-dont-belong-anywhere-the-cinema-of-chantal-akerman/critic-reviews,based on 5 Critics,70,5,0,0,User Reviews,http://www.metacritic.com/movie/i-dont-belong-anywhere-the-cinema-of-chantal-akerman/user-reviews,null,tbd,0,0,1
Fastball,http://www.metacritic.com/movie/fastball,Fastball,87 min,null,METASCORE,http://www.metacritic.com/movie/fastball/critic-reviews,based on 11 Critics,74,9,2,0,User Reviews,http://www.metacritic.com/movie/fastball/user-reviews,based on 6 Ratings,5.8,3,null,2
The Flight Fantastic,http://www.metacritic.com/movie/the-flight-fantastic,The Flight Fantastic,92 min,null,METASCORE,http://www.metacritic.com/movie/the-flight-fantastic/critic-reviews,based on 4 Critics,66,3,1,0,User Reviews,http://www.metacritic.com/movie/the-flight-fantastic/user-reviews,null,tbd,null,null,null
Francofonia,http://www.metacritic.com/movie/francofonia,Francofonia,88 min,null,METASCORE,http://www.metacritic.com/movie/francofonia/critic-reviews,based on 25 Critics,71,21,3,null,User Reviews,http://www.metacritic.com/movie/francofonia/user-reviews,based on 6 Ratings,5.2,1,null,2
We the People: The Market Basket Effect,http://www.metacritic.com/movie/we-the-people-the-market-basket-effect,We the People: The Market Basket Effect,76 min,null,METASCORE,http://www.metacritic.com/movie/we-the-people-the-market-basket-effect/critic-reviews,based on 4 Critics,52,1,3,0,User Reviews,http://www.metacritic.com/movie/we-the-people-the-market-basket-effect/user-reviews,null,tbd,null,null,null
The Birth of Saké,http://www.metacritic.com/movie/the-birth-of-sake,The Birth of Saké,90 min,null,METASCORE,http://www.metacritic.com/movie/the-birth-of-sake/critic-reviews,based on 4 Critics,69,3,1,0,User Reviews,http://www.metacritic.com/movie/the-birth-of-sake/user-reviews,null,tbd,null,null,null
A Space Program,http://www.metacritic.com/movie/a-space-program,A Space Program,72 min,null,METASCORE,http://www.metacritic.com/movie/a-space-program/critic-reviews,based on 9 Critics,72,9,0,0,User Reviews,http://www.metacritic.com/movie/a-space-program/user-reviews,null,tbd,null,null,null
How to Let Go of the World and Love All the Things Climate Can't Change,http://www.metacritic.com/movie/how-to-let-go-of-the-world-and-love-all-the-things-climate-cant-change,How to Let Go of the World and Love All the Things Climate Can't Change,125 min,null,METASCORE,http://www.metacritic.com/movie/how-to-let-go-of-the-world-and-love-all-the-things-climate-cant-change/critic-reviews,based on 5 Critics,50,1,4,0,User Reviews,http://www.metacritic.com/movie/how-to-let-go-of-the-world-and-love-all-the-things-climate-cant-change/user-reviews,based on 4 Ratings,7.8,3,0,0
Colliding Dreams,http://www.metacritic.com/movie/colliding-dreams,Colliding Dreams,134 min,#68 Best Movie of 2016,METASCORE,http://www.metacritic.com/movie/colliding-dreams/critic-reviews,based on 7 Critics,79,7,0,0,User Reviews,http://www.metacritic.com/movie/colliding-dreams/user-reviews,null,tbd,3,0,0
The First Monday in May,http://www.metacritic.com/movie/the-first-monday-in-may,The First Monday in May,90 min,null,METASCORE,http://www.metacritic.com/movie/the-first-monday-in-may/critic-reviews,based on 19 Critics,57,8,10,null,User Reviews,http://www.metacritic.com/movie/the-first-monday-in-may/user-reviews,null,tbd,1,0,0
Boom Bust Boom,http://www.metacritic.com/movie/boom-bust-boom,Boom Bust Boom,74 min,null,METASCORE,http://www.metacritic.com/movie/boom-bust-boom/critic-reviews,based on 5 Critics,67,4,1,0,User Reviews,http://www.metacritic.com/movie/boom-bust-boom/user-reviews,null,tbd,null,null,null
