Movie_title,Movie_title-href,Title,Director_1,Director_2,Actor_1,Actor_2,Actor_3,writer_1,writer_2,plot_Keyword_1,Plot_keyWord_2,plot_keyword_3,Genre_1,Genre_2,Genre_3,Production_Company_1,Production_Company_2,production_company_3,Release_month,Certificate_link,Certificate_link-href,Certificate,award_link,award_link-href,Award_1,Number_of_IMDB_user_reviews,Number_of_IMDB_critic_reviews,Number_of_IMBb_ratings,IMDb_score,Award_1_status,award_2,Award_2_status,Popularity,total_award_nomination,Country,language_1,language_2,film_location_1
Samsara,http://www.imdb.com/title/tt0770802/?ref_=adv_li_tt,Samsara�(2011),Ron Fricke,null,Ron Fricke,Puti Sri Candra Dewi,Puti Sri Candra Dewi,Ron Fricke,Mark Magidson,trippy,yellowstone national park,turkey the country,trippy,yellowstone national park,2 videos,Bali Film Center,Bang Singapore,Bullet Productions,28 February 2013 (New Zealand),,,,See more awards,http://www.imdb.com/title/tt0770802/awards?ref_=tt_awd,"American Cinema Editors, USA
The Act of Killing,http://www.imdb.com/title/tt2375605/?ref_=adv_li_tt,The Act of Killing�(2012),Joshua Oppenheimer,Anonymous,Anwar Congo,Syamsul Arifin,Syamsul Arifin,Anwar Congo,Herman Koto,musical number,death squad,Crime,musical number,death squad,1 video,Final Cut for Real,Piraya Film A/S,Novaya Zemlya,Crime,See more,http://www.imdb.com/title/tt2375605/taglines?ref_=tt_stry_tg,null,,,,108 user,251 critic,8.2,"27,213",,,,null,"Another
Samsara,http://www.imdb.com/title/tt0770802/?ref_=adv_li_tt,Samsara�(2011),Ron Fricke,null,Ron Fricke,Puti Sri Candra Dewi,Puti Sri Candra Dewi,Ron Fricke,Mark Magidson,trippy,yellowstone national park,turkey the country,trippy,yellowstone national park,2 videos,Bali Film Center,Bang Singapore,Bullet Productions,28 February 2013 (New Zealand),null,,,,,,73 user,113 critic,8.5,"25,631",,,,null,See more awards��,USA,None,null,Indonesia
Tickled,http://www.imdb.com/title/tt5278506/?ref_=adv_li_tt,Tickled�(2016),David Farrier,Dylan Reeve,David Farrier,Marko Realmonte,Marko Realmonte,David Farrier,Dylan Reeve,tickling,hidden camera,investigative journalism,tickling,hidden camera,1 video,A Ticklish Tale,Fumes Production,Horseshoe Films,17 June 2016 (USA),,,,See more awards,http://www.imdb.com/title/tt5278506/awards?ref_=tt_awd,"Chlotrudis Awards
Citizenfour,http://www.imdb.com/title/tt4044364/?ref_=adv_li_tt,Citizenfour�(2014),Laura Poitras,null,Edward Snowden,William Binney,William Binney,Edward Snowden,Glenn Greenwald,mass surveillance,government surveillance,number in title,mass surveillance,government surveillance,1 video,Praxis Films,Participant Media,HBO Documentary Films,28 November 2014 (USA),,,,See more awards,http://www.imdb.com/title/tt4044364/awards?ref_=tt_awd,"Academy Awards, USA
Before the Flood,http://www.imdb.com/title/tt5929776/?ref_=adv_li_tt,Before the Flood�(2016),Fisher Stevens,null,Mark Monroe,Jake Awa,Jake Awa,Mark Monroe,null,environment,ecosystem,climate change,environment,ecosystem,169 news articles,RatPac Documentary Films,Appian Way,Insurgent Docs,30 October 2016 (USA),,,,See more awards,http://www.imdb.com/title/tt5929776/awards?ref_=tt_awd,"Critics� Choice Documentary Awards
Kevin Hart: What Now?,http://www.imdb.com/title/tt4669186/?ref_=adv_li_tt,Kevin Hart: What Now?�(2016),Leslie Small,Tim Story,Kevin Hart,Halle Berry,Halle Berry,Kevin Hart,Joey Wells,reenactment,scene during end credits,rape joke,reenactment,scene during end credits,14 videos,Hartbeat Productions,Universal Pictures,null,14 October 2016 (USA),null,,,,,,27 user,31 critic,5.8,"5,864",,,,"4,965
Chasing Coral,http://www.imdb.com/title/tt6333054/?ref_=adv_li_tt,Chasing Coral�(2017),Jeff Orlowski,null,Davis Coombe,Neal Cantin,Neal Cantin,Davis Coombe,Vickie Curtis,marine biology,underwater photography,time lapse photography,marine biology,underwater photography,2 videos,Argent Pictures,Code Blue Foundation,EarthSense Foundation,null,null,,,,,,3 user,11 critic,8.2,996,,,,"4,011
City of Ghosts,http://www.imdb.com/title/tt6333056/?ref_=adv_li_tt,City of Ghosts�(2017),Matthew Heineman,null,Abu Bakr Al-Baghdadi,Hassan,Hassan,Abu Bakr Al-Baghdadi,Hamoud,null,null,null,Documentary,War,3 videos,Our Time Projects,null,null,7 July 2017 (USA),null,,,,,,4 user,36 critic,7.5,323,,,,"2,662
I Am Not Your Negro,http://www.imdb.com/title/tt5804038/?ref_=adv_li_tt,I Am Not Your Negro�(2016),Raoul Peck,null,James Baldwin,Harry Belafonte,Harry Belafonte,James Baldwin,Raoul Peck,racism,martin luther king,assassination,racism,martin luther king,2 videos,Velvet Film,null,null,null,See more,http://www.imdb.com/title/tt5804038/releaseinfo?ref_=tt_dt_dt,null,,,,47 user,141 critic,7.6,"7,280",,,,"3,077
My Scientology Movie,http://www.imdb.com/title/tt5111874/?ref_=adv_li_tt,My Scientology Movie�(2015),John Dower,null,John Dower,Tom Cruise,Tom Cruise,John Dower,John Dower,scientology,brainwashing,religious cult,scientology,brainwashing,1 video,BBC Films,Red Box Films,null,null,,,,See more awards,http://www.imdb.com/title/tt5111874/awards?ref_=tt_awd,"Empire Awards, UK
My Scientology Movie,http://www.imdb.com/title/tt5111874/?ref_=adv_li_tt,My Scientology Movie�(2015),John Dower,null,John Dower,Tom Cruise,Tom Cruise,John Dower,John Dower,scientology,brainwashing,religious cult,scientology,brainwashing,1 video,BBC Films,Red Box Films,null,null,,,,See more awards,http://www.imdb.com/title/tt5111874/awards?ref_=tt_awd,"Empire Awards, UK
An Inconvenient Sequel: Truth to Power,http://www.imdb.com/title/tt6322922/?ref_=adv_li_tt,Icarus�(2017),Bryan Fogel,null,Jon Bertain,Grigory Rodchenkov,Grigory Rodchenkov,Jon Bertain,Bryan Fogel,null,null,null,Documentary,Thriller,1 video,Alex Productions,Diamond Docs,Impact Partners,4 August 2017 (USA),See all certifications,http://www.imdb.com/title/tt6333060/parentalguide?ref_=tt_stry_pg#certification,Singapore:NC16  / South Korea:15,,,,11 user,11 critic,8.2,"1,682",,,,"471
Get Me Roger Stone,http://www.imdb.com/title/tt6714534/?ref_=adv_li_tt,Get Me Roger Stone�(2017),Dylan Bank,Daniel DiMauro,Dylan Bank,Paul Manafort,Paul Manafort,Dylan Bank,Daniel DiMauro,reference to donald trump,donald trump,null,reference to donald trump,donald trump,24 news articles,null,null,null,12 May 2017 (USA),See more,http://www.imdb.com/title/tt6714534/releaseinfo?ref_=tt_dt_dt,null,,,,12 user,27 critic,7.5,"2,229",,,,"3,621
Get Me Roger Stone,http://www.imdb.com/title/tt6714534/?ref_=adv_li_tt,Get Me Roger Stone�(2017),Dylan Bank,Daniel DiMauro,Dylan Bank,Paul Manafort,Paul Manafort,Dylan Bank,Daniel DiMauro,reference to donald trump,donald trump,null,reference to donald trump,donald trump,24 news articles,null,null,null,12 May 2017 (USA),,,,See more awards,http://www.imdb.com/title/tt6714534/awards?ref_=tt_awd,"Golden Trailer Awards
Amanda Knox,http://www.imdb.com/title/tt5952332/?ref_=adv_li_tt,Amanda Knox�(2016),Rod Blackhurst,Brian McGinn,Matthew Hamachek,Raffaele Sollecito,Raffaele Sollecito,Matthew Hamachek,Brian McGinn,italy,death,contaminated crime scene,italy,death,1 video,Netflix,Plus Pictures,null,30 September 2016 (USA),,,,See more awards,http://www.imdb.com/title/tt5952332/awards?ref_=tt_awd,"Primetime Emmy Awards
13th,http://www.imdb.com/title/tt5895028/?ref_=adv_li_tt,13th�(2016),Ava DuVernay,null,Spencer Averick,Cory Booker,Cory Booker,Spencer Averick,Ava DuVernay,prison,civil rights,History,prison,civil rights,1 video,Kandoo Films,null,null,History,See more,http://www.imdb.com/title/tt5895028/releaseinfo?ref_=tt_dt_dt,null,,,,54 user,86 critic,8.2,"13,523",,,,"4,467
Before the Flood,http://www.imdb.com/title/tt5929776/?ref_=adv_li_tt,Before the Flood�(2016),Fisher Stevens,null,Mark Monroe,Jake Awa,Jake Awa,Mark Monroe,null,environment,ecosystem,climate change,environment,ecosystem,169 news articles,RatPac Documentary Films,Appian Way,Insurgent Docs,30 October 2016 (USA),See more,http://www.imdb.com/title/tt5929776/releaseinfo?ref_=tt_dt_dt,null,,,,64 user,26 critic,8.3,"17,347",,,,"4,489
The Nightmare,http://www.imdb.com/title/tt3317522/?ref_=adv_li_tt,The Nightmare�(2015),Rodney Ascher,null,Siegfried Peters,Estrella Cristina,Estrella Cristina,Siegfried Peters,Yatoya Toy,reenactment,interview,null,reenactment,interview,147 news articles,Zipper Bros Films,Highland Park Classics,New City Road,5 June 2015 (USA),,,,See more awards,http://www.imdb.com/title/tt3317522/awards?ref_=tt_awd,"Cinema Eye Honors Awards, US
Citizenfour,http://www.imdb.com/title/tt4044364/?ref_=adv_li_tt,Citizenfour�(2014),Laura Poitras,null,Edward Snowden,William Binney,William Binney,Edward Snowden,Glenn Greenwald,mass surveillance,government surveillance,number in title,mass surveillance,government surveillance,1 video,Praxis Films,Participant Media,HBO Documentary Films,28 November 2014 (USA),null,,,,,,106 user,206 critic,8.1,"43,015",,,,"4,823
The Imposter,http://www.imdb.com/title/tt1966604/?ref_=adv_li_tt,The Imposter�(2012),Bart Layton,null,Adam O'Brian,Carey Gibson,Carey Gibson,Adam O'Brian,Nicholas Barclay,texas,frenchman,identity theft,texas,frenchman,1 video,24 Seven Productions,A&E IndieFilms,Film4,10 January 2013 (New Zealand),See more,http://www.imdb.com/title/tt1966604/taglines?ref_=tt_stry_tg,null,,,,79 user,212 critic,7.5,"38,065",,,,"4,188
City of Ghosts,http://www.imdb.com/title/tt6333056/?ref_=adv_li_tt,City of Ghosts�(2017),Matthew Heineman,null,Abu Bakr Al-Baghdadi,Hassan,Hassan,Abu Bakr Al-Baghdadi,Hamoud,null,null,null,Documentary,War,3 videos,Our Time Projects,null,null,7 July 2017 (USA),,,,See more awards,http://www.imdb.com/title/tt6333056/awards?ref_=tt_awd,"CPH:DOX
My Scientology Movie,http://www.imdb.com/title/tt5111874/?ref_=adv_li_tt,My Scientology Movie�(2015),John Dower,null,John Dower,Tom Cruise,Tom Cruise,John Dower,John Dower,scientology,brainwashing,religious cult,scientology,brainwashing,1 video,BBC Films,Red Box Films,null,null,null,,,,,,36 user,59 critic,6.7,"7,579",,,,"4,182
My Scientology Movie,http://www.imdb.com/title/tt5111874/?ref_=adv_li_tt,My Scientology Movie�(2015),John Dower,null,John Dower,Tom Cruise,Tom Cruise,John Dower,John Dower,scientology,brainwashing,religious cult,scientology,brainwashing,1 video,BBC Films,Red Box Films,null,null,null,,,,,,36 user,59 critic,6.7,"7,579",,,,"4,182
The Imposter,http://www.imdb.com/title/tt1966604/?ref_=adv_li_tt,The Imposter�(2012),Bart Layton,null,Adam O'Brian,Carey Gibson,Carey Gibson,Adam O'Brian,Nicholas Barclay,texas,frenchman,identity theft,texas,frenchman,1 video,24 Seven Productions,A&E IndieFilms,Film4,10 January 2013 (New Zealand),,,,See more awards,http://www.imdb.com/title/tt1966604/awards?ref_=tt_awd,"BAFTA Awards
I Am Bolt,http://www.imdb.com/title/tt4647900/?ref_=adv_li_tt,I Am Bolt�(2016),Benjamin Turner,Gabe Turner,Pele,Serena Williams,Serena Williams,Pele,Neymar,game,jamaican,Sport,game,jamaican,24 news articles,Fulwell 73,null,null,Sport,,,,See more awards,http://www.imdb.com/title/tt4647900/awards?ref_=tt_awd,"Golden Trailer Awards
Chasing Coral,http://www.imdb.com/title/tt6333054/?ref_=adv_li_tt,Chasing Coral�(2017),Jeff Orlowski,null,Davis Coombe,Neal Cantin,Neal Cantin,Davis Coombe,Vickie Curtis,marine biology,underwater photography,time lapse photography,marine biology,underwater photography,2 videos,Argent Pictures,Code Blue Foundation,EarthSense Foundation,null,,,,See more awards,http://www.imdb.com/title/tt6333054/awards?ref_=tt_awd,"Boulder International Film Festival
An Inconvenient Sequel: Truth to Power,http://www.imdb.com/title/tt6322922/?ref_=adv_li_tt,Icarus�(2017),Bryan Fogel,null,Jon Bertain,Grigory Rodchenkov,Grigory Rodchenkov,Jon Bertain,Bryan Fogel,null,null,null,Documentary,Thriller,1 video,Alex Productions,Diamond Docs,Impact Partners,4 August 2017 (USA),,,,See more awards,http://www.imdb.com/title/tt6333060/awards?ref_=tt_awd,"Sundance Film Festival
I Am Bolt,http://www.imdb.com/title/tt4647900/?ref_=adv_li_tt,I Am Bolt�(2016),Benjamin Turner,Gabe Turner,Pele,Serena Williams,Serena Williams,Pele,Neymar,game,jamaican,Sport,game,jamaican,24 news articles,Fulwell 73,null,null,Sport,See more,http://www.imdb.com/title/tt4647900/releaseinfo?ref_=tt_dt_dt,null,,,,5 user,10 critic,7.1,"1,908",,,,"4,356
Step,http://www.imdb.com/title/tt5758404/?ref_=adv_li_tt,Step�(2017),Amanda Lipitz,null,Paula Dofat,Cori Grainger,Cori Grainger,Paula Dofat,Blessin Giraldo,null,null,null,Documentary,null,5 videos,Impact Partners,Stick Figure Productions,null,null,null,,,,,,8 user,14 critic,6.1,180,,,,"2,283
